"確定病名","發病年份","發病月份","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"14120","登革熱","2015","10","高雄市","楠梓區","F","否","3","1"
"14121","登革熱","2015","10","高雄市","楠梓區","F","否","30-34","7"
"14122","登革熱","2015","10","高雄市","鼓山區","F","否","15-19","12"
"14123","登革熱","2015","10","高雄市","旗津區","F","否","70+","4"
"14124","登革熱","2015","10","新竹縣","竹北市","F","否","5-9","1"
"14125","登革熱","2015","11","台南市","關廟區","F","否","55-59","1"
"14126","登革熱","2015","11","屏東縣","內埔鄉","F","否","15-19","2"
"14127","登革熱","2015","11","屏東縣","車城鄉","F","否","35-39","1"
"14128","登革熱","2015","11","屏東縣","屏東市","F","否","65-69","2"
"14129","登革熱","2015","11","屏東縣","屏東市","M","否","60-64","3"
"14130","登革熱","2015","11","屏東縣","潮州鎮","F","否","50-54","2"
"14131","登革熱","2015","11","桃園市","平鎮區","M","是","30-34","1"
"14132","登革熱","2015","11","桃園市","楊梅區","M","否","2","1"
"14133","登革熱","2015","11","高雄市","三民區","M","否","0","1"
"14134","登革熱","2015","11","高雄市","大寮區","F","否","70+","4"
"14135","登革熱","2015","11","高雄市","大寮區","M","否","10-14","3"
"14136","登革熱","2015","11","高雄市","仁武區","M","否","35-39","8"
"14137","登革熱","2015","11","高雄市","左營區","M","否","35-39","25"
"14138","登革熱","2015","11","高雄市","林園區","M","否","25-29","4"
"14139","登革熱","2015","11","高雄市","苓雅區","F","否","40-44","26"
"14140","登革熱","2015","11","高雄市","新興區","F","否","35-39","7"
"14141","登革熱","2015","11","高雄市","楠梓區","F","否","40-44","12"
"14142","登革熱","2015","11","高雄市","旗山區","F","否","70+","7"
"14143","登革熱","2015","11","高雄市","旗山區","M","否","10-14","1"
"14144","登革熱","2015","11","高雄市","鳳山區","M","否","3","5"
"14145","登革熱","2015","11","高雄市","鳳山區","M","否","30-34","59"
"14146","登革熱","2015","11","高雄市","燕巢區","F","否","55-59","1"
"14147","登革熱","2015","12","屏東縣","南州鄉","F","否","20-24","1"
"14148","登革熱","2015","12","屏東縣","屏東市","F","否","40-44","2"
"14149","登革熱","2015","12","高雄市","三民區","M","否","25-29","26"
"14150","登革熱","2015","12","高雄市","大樹區","M","否","30-34","1"
"14151","登革熱","2015","12","高雄市","左營區","M","否","3","1"
"14152","登革熱","2015","12","高雄市","左營區","M","否","30-34","1"
"14153","登革熱","2015","12","高雄市","左營區","M","否","5-9","1"
"14154","登革熱","2015","12","高雄市","甲仙區","M","否","25-29","1"
"14155","登革熱","2015","12","高雄市","岡山區","M","否","40-44","2"
"14156","登革熱","2015","12","高雄市","岡山區","M","否","70+","2"
"14157","登革熱","2015","12","高雄市","前金區","F","否","15-19","3"
"14158","登革熱","2015","12","高雄市","前金區","F","否","20-24","2"
"14159","登革熱","2015","12","高雄市","苓雅區","M","否","40-44","9"
"14160","登革熱","2015","12","高雄市","梓官區","M","否","45-49","1"
"14161","登革熱","2014","8","新竹縣","竹北市","F","是","30-34","1"
"14162","登革熱","2014","9","屏東縣","東港鎮","M","否","30-34","1"
"14163","登革熱","2014","9","屏東縣","萬丹鄉","M","否","55-59","1"
"14164","登革熱","2014","9","高雄市","三民區","M","否","65-69","20"
"14165","登革熱","2014","9","高雄市","大寮區","F","否","20-24","3"
"14166","登革熱","2014","9","高雄市","小港區","M","否","70+","12"
"14167","登革熱","2014","9","高雄市","左營區","M","否","20-24","3"
"14168","登革熱","2014","9","高雄市","岡山區","M","否","25-29","1"
"14169","登革熱","2014","9","高雄市","前金區","F","否","25-29","1"
"14170","登革熱","2014","9","高雄市","苓雅區","F","否","65-69","10"
"14171","登革熱","2014","9","高雄市","鼓山區","F","否","20-24","3"
"14172","登革熱","2014","9","高雄市","鼓山區","M","否","10-14","1"
"14173","登革熱","2014","9","高雄市","鼓山區","M","否","55-59","2"
"14174","登革熱","2014","9","高雄市","鳳山區","F","否","30-34","15"
"14175","登革熱","2014","9","高雄市","鳳山區","F","否","50-54","20"
"14176","登革熱","2014","9","高雄市","鳳山區","F","否","5-9","4"
"14177","登革熱","2015","1","高雄市","三民區","M","否","15-19","1"
"14178","登革熱","2015","1","高雄市","左營區","F","否","35-39","1"
"14179","登革熱","2015","1","高雄市","苓雅區","M","否","50-54","1"
"14180","登革熱","2015","1","高雄市","鼓山區","M","是","50-54","1"
"14181","登革熱","2015","10","台中市","西屯區","M","否","35-39","2"
"14182","登革熱","2015","10","台北市","士林區","M","否","30-34","1"
"14183","登革熱","2015","10","台南市","七股區","F","否","40-44","1"
"14184","登革熱","2015","10","台南市","中西區","M","否","5-9","6"
"14185","登革熱","2015","10","台南市","仁德區","F","否","45-49","3"
"14186","登革熱","2015","10","台南市","仁德區","M","否","60-64","1"
"14187","登革熱","2015","10","台南市","北區","F","否","25-29","23"
"14188","登革熱","2015","10","台南市","北區","F","否","50-54","28"
"14189","登革熱","2015","10","台南市","永康區","F","否","10-14","11"
"14190","登革熱","2015","10","台南市","永康區","F","否","55-59","35"
"14191","登革熱","2015","10","台南市","東區","F","否","35-39","36"
"14192","登革熱","2015","10","台南市","東區","M","否","1","3"
"14193","登革熱","2015","10","台南市","南區","F","否","55-59","36"
"14194","登革熱","2015","10","台南市","將軍區","M","否","35-39","1"
"14195","登革熱","2015","10","台南市","新營區","M","否","65-69","1"
"14196","登革熱","2015","10","台南市","學甲區","F","否","70+","1"
"14197","登革熱","2015","10","花蓮縣","花蓮市","F","否","30-34","1"
"14198","登革熱","2015","10","屏東縣","東港鎮","F","否","30-34","1"
"14199","登革熱","2015","10","屏東縣","東港鎮","M","是","20-24","1"
"14200","登革熱","2015","10","高雄市","大寮區","F","否","55-59","1"
"14201","登革熱","2015","10","高雄市","小港區","F","否","70+","14"
"14202","登革熱","2015","10","高雄市","小港區","M","否","15-19","3"
"14203","登革熱","2015","10","高雄市","小港區","M","否","20-24","5"
"14204","登革熱","2015","10","高雄市","仁武區","F","否","65-69","3"
"14205","登革熱","2015","10","高雄市","仁武區","M","否","10-14","2"
"14206","登革熱","2015","10","高雄市","前鎮區","M","否","15-19","12"
"14207","登革熱","2015","10","高雄市","前鎮區","M","否","70+","54"
"14208","登革熱","2015","10","高雄市","美濃區","M","否","25-29","1"
"14209","登革熱","2015","10","高雄市","梓官區","M","否","30-34","1"
"14210","登革熱","2015","10","高雄市","湖內區","F","否","35-39","1"
"14211","登革熱","2015","10","高雄市","鼓山區","F","否","55-59","23"
"14212","登革熱","2015","10","嘉義縣","民雄鄉","M","否","60-64","1"
"14213","登革熱","2015","10","彰化縣","彰化市","M","否","45-49","1"
"14214","登革熱","2015","11","台中市","大甲區","M","是","15-19","1"
"14215","登革熱","2015","11","台南市","中西區","F","否","55-59","2"
"14216","登革熱","2015","11","台南市","仁德區","M","否","20-24","2"
"14217","登革熱","2015","11","台南市","安平區","M","否","60-64","1"
"14218","登革熱","2015","11","台南市","安定區","M","否","20-24","1"
"14219","登革熱","2015","11","南投縣","竹山鎮","F","是","35-39","1"
"14220","登革熱","2015","11","屏東縣","內埔鄉","M","否","45-49","1"
"14221","登革熱","2015","11","高雄市","小港區","M","否","35-39","19"
"14222","登革熱","2015","11","高雄市","永安區","F","否","50-54","1"
"14223","登革熱","2015","11","高雄市","岡山區","F","否","10-14","3"
"14224","登革熱","2015","11","高雄市","美濃區","F","否","20-24","1"
"14225","登革熱","2015","11","高雄市","茄萣區","F","否","25-29","1"
"14226","登革熱","2015","11","高雄市","茄萣區","F","否","30-34","1"
"14227","登革熱","2015","11","高雄市","苓雅區","F","否","1","1"
"14228","登革熱","2015","11","高雄市","苓雅區","F","否","15-19","17"
"14229","登革熱","2015","11","高雄市","苓雅區","M","否","10-14","26"
"14230","登革熱","2015","11","高雄市","梓官區","F","否","10-14","1"
"14231","登革熱","2015","11","高雄市","旗津區","M","否","30-34","1"
"14232","登革熱","2015","11","高雄市","鳳山區","F","否","30-34","40"
"14233","登革熱","2015","11","高雄市","燕巢區","F","否","70+","5"
"14234","登革熱","2015","11","高雄市","燕巢區","M","否","10-14","1"
"14235","登革熱","2015","11","高雄市","鹽埕區","F","否","40-44","2"
"14236","登革熱","2015","11","高雄市","鹽埕區","F","否","45-49","4"
"14237","登革熱","2015","11","雲林縣","麥寮鄉","M","否","55-59","1"
"14238","登革熱","2015","12","台南市","北區","F","否","20-24","1"
"14239","登革熱","2015","12","台南市","東區","F","否","50-54","1"
"14240","登革熱","2015","12","台南市","新營區","M","否","25-29","1"
"14241","登革熱","2015","12","屏東縣","潮州鎮","F","否","45-49","2"
"14242","登革熱","2015","12","高雄市","三民區","F","否","25-29","15"
"14243","登革熱","2015","12","高雄市","三民區","F","否","30-34","16"
"14244","登革熱","2015","12","高雄市","大社區","M","否","50-54","2"
"14245","登革熱","2015","12","高雄市","小港區","F","否","25-29","9"
"14246","登革熱","2015","12","高雄市","小港區","F","否","3","4"
"14247","登革熱","2015","12","高雄市","小港區","M","否","5-9","2"
"14248","登革熱","2015","12","高雄市","岡山區","F","否","20-24","2"
"14249","登革熱","2015","12","高雄市","林園區","F","否","2","1"
"14250","登革熱","2015","12","高雄市","前金區","F","否","45-49","1"
"14251","登革熱","2015","12","高雄市","前鎮區","F","否","25-29","13"
"14252","登革熱","2015","12","高雄市","前鎮區","M","否","2","1"
"14253","登革熱","2015","12","高雄市","苓雅區","M","否","1","1"
"14254","登革熱","2015","12","高雄市","鳳山區","F","否","2","1"
"14255","登革熱","2015","12","高雄市","橋頭區","F","否","45-49","2"
"14256","登革熱","2015","12","高雄市","燕巢區","M","否","20-24","1"
"14257","登革熱","2015","12","高雄市","鹽埕區","M","否","15-19","2"
"14258","登革熱","2015","12","新北市","新莊區","M","是","55-59","1"
"14259","登革熱","2015","2","新北市","板橋區","F","是","40-44","1"
"14260","登革熱","2015","7","高雄市","美濃區","M","是","55-59","1"
"14261","登革熱","2015","7","高雄市","茄萣區","M","否","50-54","1"
"14262","登革熱","2015","8","台南市","中西區","M","否","4","1"
"14263","登革熱","2015","8","台南市","仁德區","F","否","70+","2"
"14264","登革熱","2015","8","台南市","仁德區","M","否","50-54","2"
"14265","登革熱","2015","8","台南市","北區","F","否","40-44","52"
"14266","登革熱","2015","8","台南市","北區","M","否","2","2"
"14267","登革熱","2015","8","台南市","安南區","M","否","40-44","12"
"14268","登革熱","2015","8","屏東縣","枋寮鄉","M","否","20-24","1"
"14269","登革熱","2015","8","高雄市","三民區","M","否","50-54","6"
"14270","登革熱","2015","8","高雄市","左營區","F","否","45-49","1"
"14271","登革熱","2015","8","高雄市","苓雅區","M","否","55-59","1"
"14272","登革熱","2015","8","高雄市","路竹區","F","否","50-54","1"
"14273","登革熱","2015","8","高雄市","鼓山區","M","否","55-59","1"
"14274","登革熱","2015","8","新北市","板橋區","M","否","40-44","1"
"14275","登革熱","2015","8","新北市","新莊區","M","否","40-44","1"
"14276","登革熱","2015","9","台中市","北屯區","F","否","15-19","1"
"14277","登革熱","2015","9","台中市","西屯區","M","否","60-64","1"
"14278","登革熱","2015","9","台北市","中正區","M","否","35-39","1"
"14279","登革熱","2015","9","台北市","松山區","M","否","20-24","1"
"14280","登革熱","2015","9","台南市","下營區","M","否","50-54","2"
"14281","登革熱","2015","9","台南市","仁德區","F","否","1","2"
"14282","登革熱","2015","9","台南市","安南區","F","否","2","5"
"14283","登革熱","2015","9","台南市","東區","M","否","40-44","35"
"14284","登革熱","2015","9","台南市","南區","F","否","70+","185"
"14285","登革熱","2015","9","台南市","善化區","F","否","70+","1"
"14286","登革熱","2015","9","台南市","關廟區","M","否","50-54","1"
"14287","登革熱","2015","9","南投縣","竹山鎮","F","否","30-34","1"
"14288","登革熱","2015","9","屏東縣","新園鄉","M","否","70+","1"
"14289","登革熱","2015","9","高雄市","大寮區","M","否","60-64","2"
"14290","登革熱","2015","9","高雄市","左營區","M","否","40-44","6"
"14291","登革熱","2015","9","高雄市","阿蓮區","F","否","45-49","2"
"14292","登革熱","2015","9","高雄市","前鎮區","F","否","70+","11"
"14293","登革熱","2015","9","高雄市","茄萣區","M","否","60-64","4"
"14294","登革熱","2015","9","高雄市","茄萣區","M","否","70+","8"
"14295","登革熱","2015","9","高雄市","苓雅區","F","否","25-29","7"
"14296","登革熱","2015","9","高雄市","苓雅區","M","否","5-9","4"
"14297","登革熱","2015","9","高雄市","旗津區","F","否","60-64","3"
"14298","登革熱","2015","9","高雄市","鳳山區","F","否","45-49","3"
"14299","登革熱","2015","9","新北市","中和區","M","否","30-34","2"
"14300","登革熱","2016","1","高雄市","小港區","M","否","70+","1"
"14301","登革熱","2016","1","高雄市","岡山區","M","否","40-44","1"
"14302","登革熱","2016","1","高雄市","苓雅區","M","否","40-44","1"
"14303","登革熱","2016","1","高雄市","鳳山區","M","否","20-24","1"
"14304","登革熱","2016","1","高雄市","鹽埕區","M","否","15-19","1"
"14305","登革熱","2016","11","高雄市","大寮區","M","是","45-49","1"
"14306","登革熱","2016","12","高雄市","前鎮區","M","是","20-24","1"
"14307","登革熱","2016","3","高雄市","前鎮區","M","否","15-19","1"
"14308","登革熱","2016","8","台北市","大同區","M","是","45-49","1"
"14309","登革熱","2017","1","台北市","大安區","M","是","70+","1"
"14310","登革熱","2017","1","台北市","松山區","F","是","35-39","1"
"14311","登革熱","2017","1","花蓮縣","花蓮市","M","是","25-29","1"
"14312","登革熱","2017","4","高雄市","前鎮區","M","是","20-24","1"
"14313","登革熱","2014","12","高雄市","旗山區","F","否","40-44","2"
"14314","登革熱","2014","12","高雄市","鳳山區","F","否","35-39","6"
"14315","登革熱","2014","12","高雄市","橋頭區","M","否","65-69","1"
"14316","登革熱","2014","3","新竹縣","湖口鄉","M","是","20-24","1"
"14317","登革熱","2014","4","台中市","西區","M","是","25-29","1"
"14318","登革熱","2014","6","高雄市","小港區","M","否","25-29","1"
"14319","登革熱","2014","6","高雄市","前鎮區","M","否","35-39","2"
"14320","登革熱","2014","6","高雄市","前鎮區","M","否","65-69","2"
"14321","登革熱","2014","7","台中市","神岡區","M","是","40-44","1"
"14322","登革熱","2014","7","高雄市","大寮區","F","否","45-49","1"
"14323","登革熱","2014","7","高雄市","小港區","M","否","55-59","6"
"14324","登革熱","2014","7","高雄市","前鎮區","F","否","30-34","1"
"14325","登革熱","2014","7","高雄市","苓雅區","F","否","5-9","1"
"14326","登革熱","2014","8","桃園市","平鎮區","M","是","50-54","1"
"14327","登革熱","2014","8","高雄市","三民區","F","否","60-64","5"
"14328","登革熱","2014","8","高雄市","三民區","M","否","15-19","2"
"14329","登革熱","2014","8","高雄市","三民區","M","否","70+","5"
"14330","登革熱","2014","8","高雄市","左營區","M","否","45-49","1"
"14331","登革熱","2014","8","高雄市","新興區","F","是","35-39","1"
"14332","登革熱","2014","8","高雄市","鹽埕區","F","否","25-29","1"
"14333","登革熱","2014","8","新北市","三重區","M","是","30-34","1"
"14334","登革熱","2014","8","新北市","五股區","M","是","65-69","1"
"14335","登革熱","2014","9","屏東縣","枋寮鄉","F","否","45-49","1"
"14336","登革熱","2014","9","屏東縣","屏東市","M","否","45-49","1"
"14337","登革熱","2014","9","高雄市","大社區","F","否","10-14","1"
"14338","登革熱","2014","9","高雄市","左營區","F","否","30-34","7"
"14339","登革熱","2014","9","高雄市","林園區","M","否","35-39","2"
"14340","登革熱","2014","9","高雄市","前鎮區","M","否","15-19","13"
"14341","登革熱","2014","9","高雄市","苓雅區","M","否","25-29","9"
"14342","登革熱","2014","9","高雄市","鳥松區","M","否","20-24","1"
"14343","登革熱","2014","9","高雄市","鼓山區","M","否","60-64","2"
"14344","登革熱","2014","9","高雄市","旗山區","F","否","65-69","1"
"14345","登革熱","2014","9","高雄市","鳳山區","F","否","25-29","16"
"14346","登革熱","2014","9","高雄市","鳳山區","F","否","65-69","9"
"14347","登革熱","2014","9","高雄市","鳳山區","M","否","50-54","15"
"14348","登革熱","2014","9","高雄市","鳳山區","M","否","5-9","7"
"14349","登革熱","2015","10","台北市","中正區","M","否","25-29","1"
"14350","登革熱","2015","10","台北市","萬華區","F","是","15-19","1"
"14351","登革熱","2015","10","台南市","北區","M","否","35-39","38"
"14352","登革熱","2015","10","台南市","白河區","F","否","70+","1"
"14353","登革熱","2015","10","台南市","安南區","M","否","2","1"
"14354","登革熱","2015","10","台南市","南區","M","否","20-24","24"
"14355","登革熱","2015","10","南投縣","名間鄉","M","否","5-9","1"
"14356","登革熱","2015","10","屏東縣","恆春鎮","M","否","45-49","1"
"14357","登革熱","2015","10","屏東縣","潮州鎮","M","否","3","2"
"14358","登革熱","2015","10","高雄市","三民區","M","是","30-34","1"
"14359","登革熱","2015","10","高雄市","大社區","F","否","60-64","1"
"14360","登革熱","2015","10","高雄市","左營區","M","否","25-29","10"
"14361","登革熱","2015","10","高雄市","林園區","F","否","65-69","1"
"14362","登革熱","2015","10","高雄市","前金區","F","否","65-69","4"
"14363","登革熱","2015","10","高雄市","前鎮區","M","否","0","1"
"14364","登革熱","2015","10","高雄市","茄萣區","F","否","55-59","3"
"14365","登革熱","2015","10","高雄市","苓雅區","M","否","40-44","26"
"14366","登革熱","2015","10","高雄市","新興區","F","否","10-14","1"
"14367","登革熱","2015","10","高雄市","鳳山區","F","否","50-54","25"
"14368","登革熱","2015","10","高雄市","鹽埕區","M","否","2","1"
"14369","登革熱","2015","10","彰化縣","彰化市","M","否","25-29","1"
"14370","登革熱","2015","11","台南市","北區","F","否","15-19","4"
"14371","登革熱","2015","11","台南市","北區","F","否","70+","5"
"14372","登革熱","2015","11","台南市","安平區","F","否","30-34","5"
"14373","登革熱","2015","11","台南市","安南區","F","否","15-19","1"
"14374","登革熱","2015","11","台南市","安南區","F","否","20-24","2"
"14375","登革熱","2015","11","台南市","安南區","M","否","30-34","4"
"14376","登革熱","2015","11","台南市","後壁區","M","是","20-24","1"
"14377","登革熱","2015","11","台南市","善化區","F","否","1","1"
"14378","登革熱","2015","11","台南市","歸仁區","M","否","20-24","1"
"14379","登革熱","2015","11","屏東縣","佳冬鄉","F","否","55-59","1"
"14380","登革熱","2015","11","屏東縣","枋山鄉","F","否","20-24","1"
"14381","登革熱","2015","11","屏東縣","東港鎮","F","否","40-44","1"
"14382","登革熱","2015","11","屏東縣","東港鎮","F","否","45-49","1"
"14383","登革熱","2015","11","屏東縣","春日鄉","M","否","45-49","1"
"14384","登革熱","2015","11","屏東縣","萬丹鄉","F","否","40-44","1"
"14385","登革熱","2015","11","高雄市","大社區","M","否","2","1"
"14386","登革熱","2015","11","高雄市","茄萣區","M","否","25-29","1"
"14387","登革熱","2015","11","高雄市","湖內區","M","否","50-54","1"
"14388","登革熱","2015","11","高雄市","新興區","F","否","25-29","6"
"14389","登革熱","2015","11","高雄市","楠梓區","M","否","65-69","8"
"14390","登革熱","2015","11","高雄市","鼓山區","F","否","35-39","23"
"14391","登革熱","2015","11","高雄市","鼓山區","M","否","45-49","21"
"14392","登革熱","2015","11","高雄市","旗山區","F","否","60-64","2"
"14393","登革熱","2015","11","高雄市","鳳山區","M","否","15-19","47"
"14394","登革熱","2015","11","高雄市","鹽埕區","F","否","65-69","4"
"14395","登革熱","2015","11","澎湖縣","馬公市","F","否","60-64","1"
"14396","登革熱","2015","11","澎湖縣","馬公市","M","否","20-24","2"
"14397","登革熱","2015","12","台中市","后里區","M","是","25-29","1"
"14398","登革熱","2015","12","台中市","東勢區","M","是","40-44","1"
"14399","登革熱","2015","12","屏東縣","東港鎮","M","否","30-34","1"
"14400","登革熱","2015","12","屏東縣","屏東市","F","否","10-14","1"
"14401","登革熱","2015","12","高雄市","三民區","M","否","60-64","28"
"14402","登革熱","2015","12","高雄市","大社區","F","否","50-54","3"
"14403","登革熱","2015","12","高雄市","大社區","F","否","65-69","1"
"14404","登革熱","2015","12","高雄市","大寮區","F","否","15-19","4"
"14405","登革熱","2015","12","高雄市","大寮區","F","否","70+","1"
"14406","登革熱","2015","12","高雄市","仁武區","M","否","50-54","2"
"14407","登革熱","2015","12","高雄市","前鎮區","F","否","50-54","14"
"14408","登革熱","2015","12","高雄市","前鎮區","M","否","40-44","12"
"14409","登革熱","2015","12","高雄市","苓雅區","M","否","45-49","4"
"14410","登革熱","2015","12","高雄市","鳥松區","F","否","60-64","2"
"14411","登革熱","2015","12","高雄市","鳥松區","M","否","55-59","3"
"14412","登革熱","2015","7","台南市","中西區","M","否","70+","3"
"14413","登革熱","2015","7","台南市","北區","M","否","15-19","7"
"14414","登革熱","2015","7","高雄市","前鎮區","M","是","20-24","1"
"14415","登革熱","2015","8","台北市","士林區","F","是","20-24","1"
"14416","登革熱","2015","8","台南市","山上區","M","否","55-59","1"
"14417","登革熱","2015","8","台南市","中西區","M","否","5-9","1"
"14418","登革熱","2015","8","台南市","北區","M","否","45-49","43"
"14419","登革熱","2015","8","台南市","永康區","F","否","10-14","6"
"14420","登革熱","2015","8","台南市","永康區","M","否","3","2"
"14421","登革熱","2015","8","台南市","安平區","M","否","25-29","7"
"14422","登革熱","2015","8","台南市","佳里區","M","否","25-29","1"
"14423","登革熱","2015","8","台南市","南區","F","否","20-24","13"
"14424","登革熱","2015","8","台南市","柳營區","M","否","50-54","1"
"14425","登革熱","2015","8","台南市","歸仁區","M","否","35-39","2"
"14426","登革熱","2015","8","台南市","歸仁區","M","否","4","1"
"14427","登革熱","2015","8","桃園市","桃園區","F","否","20-24","1"
"14428","登革熱","2015","8","高雄市","大社區","F","是","50-54","1"
"14429","登革熱","2015","8","嘉義縣","布袋鎮","F","否","25-29","1"
"14430","登革熱","2015","9","台中市","大里區","M","是","60-64","1"
"14431","登革熱","2015","9","台中市","豐原區","M","是","65-69","1"
"14432","登革熱","2015","9","台北市","大安區","M","否","40-44","1"
"14433","登革熱","2015","9","台南市","中西區","F","否","20-24","45"
"14434","登革熱","2015","9","台南市","中西區","F","是","35-39","1"
"14435","登革熱","2015","9","台南市","仁德區","F","否","10-14","5"
"14436","登革熱","2015","9","台南市","左鎮區","M","否","55-59","1"
"14437","登革熱","2015","9","台南市","安定區","F","否","30-34","2"
"14438","登革熱","2015","9","台南市","安定區","M","否","45-49","2"
"14439","登革熱","2015","9","台南市","西港區","F","否","30-34","2"
"14440","登革熱","2015","9","台南市","佳里區","M","否","20-24","2"
"14441","登革熱","2015","9","台南市","官田區","F","否","40-44","1"
"14442","登革熱","2015","9","台南市","南區","M","否","60-64","106"
"14443","登革熱","2015","9","台南市","善化區","F","否","60-64","2"
"14444","登革熱","2015","9","台南市","新化區","M","否","55-59","3"
"14445","登革熱","2015","9","台南市","歸仁區","M","否","30-34","7"
"14446","登革熱","2015","9","台南市","歸仁區","M","否","45-49","6"
"14447","登革熱","2015","9","屏東縣","九如鄉","F","否","50-54","1"
"14448","登革熱","2015","9","桃園市","桃園區","M","否","35-39","2"
"14449","登革熱","2015","9","高雄市","大社區","M","否","25-29","2"
"14450","登革熱","2015","9","高雄市","大寮區","M","否","25-29","2"
"14451","登革熱","2015","9","高雄市","左營區","F","否","3","1"
"14452","登革熱","2015","9","高雄市","前金區","F","否","10-14","2"
"14453","登革熱","2015","9","高雄市","茄萣區","F","否","1","1"
"14454","登革熱","2015","9","高雄市","茄萣區","M","否","25-29","4"
"14455","登革熱","2015","9","高雄市","茄萣區","M","否","50-54","3"
"14456","登革熱","2015","9","高雄市","苓雅區","M","否","20-24","7"
"14457","登革熱","2015","9","高雄市","鳥松區","M","否","65-69","2"
"14458","登革熱","2015","9","高雄市","湖內區","F","否","30-34","1"
"14459","登革熱","2015","9","高雄市","新興區","M","否","40-44","6"
"14460","登革熱","2015","9","高雄市","楠梓區","F","否","40-44","3"
"14461","登革熱","2015","9","高雄市","燕巢區","M","否","15-19","2"
"14462","登革熱","2015","9","高雄市","彌陀區","M","否","45-49","1"
"14463","登革熱","2015","9","新竹縣","湖口鄉","M","否","25-29","1"
"14464","登革熱","2015","9","嘉義縣","大林鎮","M","否","20-24","1"
"14465","登革熱","2015","9","嘉義縣","竹崎鄉","F","否","45-49","1"
"14466","登革熱","2016","1","台北市","士林區","F","是","65-69","1"
"14467","登革熱","2016","1","高雄市","小港區","F","否","25-29","1"
"14468","登革熱","2016","1","高雄市","小港區","M","否","30-34","3"
"14469","登革熱","2016","1","高雄市","左營區","F","否","25-29","2"
"14470","登革熱","2016","1","高雄市","鳳山區","M","否","40-44","5"
"14471","登革熱","2016","10","新北市","中和區","F","是","65-69","1"
"14472","登革熱","2016","10","新北市","淡水區","M","是","40-44","1"
"14473","登革熱","2016","12","台中市","清水區","M","是","25-29","1"
"14474","登革熱","2016","2","台中市","西區","F","是","35-39","1"
"14475","登革熱","2016","3","台北市","北投區","M","是","20-24","1"
"14476","登革熱","2016","8","台北市","萬華區","F","是","50-54","1"
"14477","登革熱","2016","8","台南市","仁德區","F","是","30-34","1"
"14478","登革熱","2016","8","台南市","永康區","M","是","50-54","1"
"14479","登革熱","2016","8","高雄市","前鎮區","M","是","40-44","1"
"14480","登革熱","2017","5","台北市","內湖區","M","是","35-39","1"
"14481","登革熱","2015","8","台南市","東區","M","否","15-19","6"
"14482","登革熱","2015","8","台南市","東區","M","否","20-24","10"
"14483","登革熱","2015","8","台南市","南區","M","否","45-49","19"
"14484","登革熱","2015","8","台南市","善化區","M","否","45-49","1"
"14485","登革熱","2015","8","台南市","新營區","F","否","45-49","1"
"14486","登革熱","2015","8","台南市","新營區","M","否","30-34","3"
"14487","登革熱","2015","8","台南市","楠西區","F","否","60-64","1"
"14488","登革熱","2015","8","屏東縣","竹田鄉","M","否","70+","1"
"14489","登革熱","2015","8","高雄市","左營區","M","否","15-19","2"
"14490","登革熱","2015","8","高雄市","楠梓區","M","否","15-19","2"
"14491","登革熱","2015","8","高雄市","鹽埕區","F","否","15-19","1"
"14492","登革熱","2015","8","新北市","淡水區","M","是","30-34","1"
"14493","登革熱","2015","8","新竹市","東區","M","是","10-14","1"
"14494","登革熱","2015","8","彰化縣","彰化市","F","否","25-29","1"
"14495","登革熱","2015","8","澎湖縣","白沙鄉","M","否","30-34","1"
"14496","登革熱","2015","9","台中市","北屯區","M","否","30-34","1"
"14497","登革熱","2015","9","台北市","中山區","M","否","30-34","1"
"14498","登革熱","2015","9","台南市","仁德區","M","否","15-19","10"
"14499","登革熱","2015","9","台南市","仁德區","M","否","30-34","7"
"14500","登革熱","2015","9","台南市","北區","M","否","5-9","40"
"14501","登革熱","2015","9","台南市","永康區","F","否","45-49","39"
"14502","登革熱","2015","9","台南市","永康區","M","否","15-19","61"
"14503","登革熱","2015","9","台南市","永康區","M","否","20-24","76"
"14504","登革熱","2015","9","台南市","安平區","F","否","60-64","22"
"14505","登革熱","2015","9","台南市","安定區","M","否","60-64","1"
"14506","登革熱","2015","9","台南市","東區","F","否","35-39","52"
"14507","登革熱","2015","9","台南市","東區","M","否","50-54","48"
"14508","登革熱","2015","9","台南市","南化區","M","否","40-44","1"
"14509","登革熱","2015","9","台南市","南區","M","否","4","3"
"14510","登革熱","2015","9","台南市","南區","M","否","65-69","72"
"14511","登革熱","2015","9","台南市","麻豆區","M","否","10-14","2"
"14512","登革熱","2015","9","台南市","新化區","M","否","30-34","6"
"14513","登革熱","2015","9","台南市","新市區","M","否","35-39","3"
"14514","登革熱","2015","9","台南市","新營區","M","否","40-44","2"
"14515","登革熱","2015","9","台南市","楠西區","M","否","20-24","1"
"14516","登革熱","2015","9","台南市","歸仁區","M","否","10-14","1"
"14517","登革熱","2015","9","苗栗縣","卓蘭鎮","F","是","30-34","1"
"14518","登革熱","2015","9","高雄市","三民區","M","否","15-19","24"
"14519","登革熱","2015","9","高雄市","三民區","M","否","20-24","20"
"14520","登革熱","2015","9","高雄市","大寮區","F","否","55-59","1"
"14521","登革熱","2015","9","高雄市","小港區","M","否","20-24","2"
"14522","登革熱","2015","9","高雄市","仁武區","M","否","1","1"
